"cid","age","job","marital","education","default","balance","housing","loan"
"C39351",29,"management","single","3","no",722,"yes","no"
"C39361",29,"unemployed","single","3","no",497,"yes","no"
"C39363",28,"blue-collar","married","2","no",1113,"yes","no"
"C39370",32,"technician","single","3","no",1625,"no","no"
"C39371",27,"student","single","2","no",1925,"no","no"
"C39372",59,"admin.","married","2","no",106,"no","no"
"C39377",33,"management","married","3","no",81,"yes","no"
"C39382",54,"technician","married","3","no",1188,"yes","no"
"C39383",36,"technician","single","2","no",54,"no","no"
"C39388",29,"management","single","3","no",265,"no","no"
"C39392",59,"management","married","3","no",2239,"no","no"
"C39395",36,"blue-collar","single","2","no",507,"yes","no"
"C39397",34,"admin.","married","3","no",10,"no","no"
"C39399",31,"services","single","2","no",658,"no","no"
"C39402",58,"retired","divorced","1","no",720,"no","no"
"C39405",60,"blue-collar","married","2","no",576,"no","no"
"C39408",39,"technician","married","2","no",116,"no","no"
"C39409",39,"management","married","3","no",622,"no","no"
"C39411",45,"management","single","3","no",311,"yes","yes"
"C39413",26,"student","single","2","no",620,"no","no"
"C39417",43,"management","divorced","","no",7702,"no","no"
"C39418",27,"student","single","3","no",3733,"yes","no"
"C39421",46,"admin.","single","2","no",533,"no","no"
"C39423",32,"management","single","3","no",23,"no","no"
"C39429",30,"entrepreneur","single","3","no",999,"no","no"
"C39433",38,"management","single","3","no",4841,"no","no"
"C39434",27,"management","single","3","no",616,"yes","no"
"C39435",39,"unemployed","single","2","no",2208,"no","no"
"C39438",31,"admin.","single","2","no",554,"yes","no"
"C39442",54,"blue-collar","married","1","no",258,"no","no"
"C39444",32,"technician","single","2","no",2979,"no","no"
"C39451",32,"admin.","married","2","no",31,"no","no"
"C39453",28,"self-employed","single","3","no",2503,"no","no"
"C39454",49,"technician","married","3","no",1843,"yes","no"
"C39456",60,"retired","divorced","3","no",439,"no","yes"
"C39457",29,"technician","single","2","no",590,"no","no"
"C39460",26,"student","single","","no",689,"no","no"
"C39465",26,"student","single","3","no",5169,"yes","no"
"C39466",26,"student","single","3","no",5741,"no","no"
"C39473",33,"admin.","divorced","3","no",777,"no","yes"
"C39475",28,"technician","single","3","no",386,"no","no"
"C39476",28,"technician","single","3","no",0,"yes","no"
"C39482",37,"admin.","married","2","no",0,"yes","no"
"C39485",40,"technician","married","2","no",312,"no","no"
"C39489",34,"management","married","2","no",724,"yes","no"
"C39490",31,"admin.","single","3","no",117,"yes","no"
"C39491",38,"management","married","3","no",93,"yes","no"
"C39492",30,"blue-collar","single","2","no",411,"no","no"
"C39496",30,"admin.","married","2","no",1165,"no","no"
"C39499",31,"admin.","single","2","no",8626,"no","no"
"C39502",37,"management","married","3","no",900,"yes","no"
"C39503",39,"management","married","3","no",246,"yes","no"
"C39504",34,"management","single","3","no",747,"no","no"
"C39505",38,"admin.","married","2","no",755,"yes","no"
"C39506",36,"admin.","married","2","no",1054,"yes","no"
"C39510",33,"management","married","2","no",369,"no","no"
"C39513",36,"technician","married","3","no",911,"yes","yes"
"C39525",27,"student","single","2","no",253,"no","no"
"C39528",33,"technician","single","3","no",109,"yes","yes"
"C39531",60,"management","married","3","no",205,"no","no"
"C39533",32,"management","married","3","no",937,"no","no"
"C39535",40,"management","married","2","no",363,"yes","yes"
"C39536",24,"student","single","2","no",23878,"no","no"
"C39538",42,"technician","married","2","no",1066,"no","no"
"C39539",34,"management","single","3","no",699,"no","no"
"C39541",30,"technician","married","3","no",1570,"yes","no"
"C39551",26,"student","single","2","no",8015,"no","no"
"C39552",25,"student","single","2","no",715,"no","no"
"C39558",30,"technician","single","2","no",707,"no","no"
"C39562",25,"management","single","3","no",1602,"yes","no"
"C39573",58,"unemployed","married","2","no",68,"no","no"
"C39574",27,"management","single","3","no",207,"no","no"
"C39579",60,"retired","divorced","3","no",4,"yes","no"
"C39581",30,"management","married","","no",385,"no","no"
"C39584",48,"management","divorced","3","no",17964,"yes","no"
"C39585",41,"management","married","3","no",3769,"yes","no"
"C39588",26,"admin.","single","3","no",2170,"yes","no"
"C39589",32,"technician","divorced","3","no",267,"no","no"
"C39592",26,"admin.","married","","no",4311,"no","no"
"C39595",36,"technician","married","2","no",15485,"no","no"
"C39596",31,"technician","married","2","no",180,"no","no"
"C39597",52,"technician","married","2","no",195,"yes","no"
"C39598",60,"retired","married","3","no",846,"no","no"
"C39600",28,"self-employed","single","3","no",805,"no","no"
"C39602",28,"admin.","single","3","no",336,"no","no"
"C39604",50,"management","married","3","no",2635,"no","no"
"C39605",21,"technician","single","","no",360,"no","no"
"C39606",25,"student","single","3","no",326,"no","no"
"C39616",60,"admin.","married","","no",1088,"yes","no"
"C39622",44,"technician","single","3","no",643,"no","no"
"C39630",25,"student","single","2","no",304,"no","no"
"C39635",34,"technician","single","2","no",2178,"yes","no"
"C39638",29,"management","single","3","no",2907,"yes","no"
"C39641",28,"technician","single","2","no",6551,"no","no"
"C39648",32,"management","single","3","no",312,"no","no"
"C39650",29,"management","single","3","no",15459,"no","no"
"C39652",21,"admin.","single","2","no",524,"no","no"
"C39655",24,"technician","single","2","no",1234,"no","no"
"C39656",41,"self-employed","single","3","no",1081,"no","no"
"C39659",47,"admin.","married","3","no",2279,"yes","yes"
"C39663",47,"admin.","divorced","2","no",2232,"no","no"
"C39667",60,"retired","divorced","2","no",1923,"no","no"
"C39669",27,"management","single","3","no",7,"no","no"
"C39671",37,"admin.","married","2","no",1559,"no","no"
"C39673",28,"admin.","single","2","no",157,"no","no"
"C39674",50,"services","married","2","no",77,"no","no"
"C39676",24,"admin.","single","3","no",0,"yes","no"
"C39679",43,"management","married","3","no",1188,"no","no"
"C39680",30,"admin.","single","2","no",1027,"yes","no"
"C39681",39,"technician","married","2","no",505,"no","no"
"C39686",25,"management","single","3","no",808,"no","no"
"C39692",45,"management","single","3","no",0,"no","no"
"C39693",39,"entrepreneur","married","2","no",3471,"yes","no"
"C39703",44,"management","married","3","no",7818,"no","no"
"C39704",36,"management","married","3","no",217,"no","no"
"C39705",56,"admin.","single","2","no",4118,"no","no"
"C39707",25,"management","single","3","no",222,"no","no"
"C39708",23,"admin.","single","2","no",1358,"no","no"
"C39710",42,"management","married","3","no",261,"no","no"
"C39714",54,"management","divorced","3","no",55,"yes","no"
"C39717",32,"blue-collar","single","2","no",4339,"yes","yes"
"C39724",52,"technician","married","2","no",196,"yes","yes"
"C39725",43,"admin.","married","2","no",132,"no","no"
"C39726",39,"technician","married","3","no",437,"no","no"
"C39730",50,"management","married","3","no",253,"no","no"
"C39732",29,"services","married","2","no",3748,"no","no"
"C39737",35,"admin.","single","3","no",777,"no","yes"
"C39745",51,"management","married","3","no",994,"no","no"
"C39748",32,"blue-collar","single","2","no",604,"no","yes"
"C39760",46,"admin.","divorced","2","no",3280,"no","no"
"C39763",49,"management","married","3","no",1808,"yes","no"
"C39764",25,"technician","single","2","no",1199,"no","no"
"C39770",37,"technician","married","3","no",6968,"no","no"
"C39772",46,"management","divorced","3","no",4629,"no","no"
"C39774",45,"blue-collar","married","2","no",1723,"no","no"
"C39776",45,"admin.","married","3","no",2552,"no","no"
"C39779",59,"retired","married","3","no",1312,"yes","no"
"C39782",25,"student","single","2","no",1116,"yes","no"
"C39784",58,"unemployed","single","3","no",2094,"no","no"
"C39787",49,"admin.","married","2","no",0,"no","no"
"C39788",25,"technician","single","2","no",938,"no","no"
"C39790",42,"entrepreneur","married","2","no",707,"no","no"
"C39791",43,"management","married","3","no",1059,"no","yes"
"C39797",37,"management","married","3","no",1352,"no","no"
"C39807",45,"entrepreneur","married","3","no",98,"no","no"
"C39808",48,"housemaid","married","1","no",332,"yes","no"
"C39820",38,"technician","single","3","no",25,"yes","no"
"C39826",57,"retired","divorced","1","no",698,"no","no"
"C39827",27,"management","single","3","no",1840,"no","no"
"C39830",55,"blue-collar","married","2","no",16873,"no","no"
"C39832",27,"services","single","2","no",0,"no","no"
"C39835",50,"technician","divorced","2","no",0,"no","no"
"C39840",36,"admin.","single","2","no",119,"no","no"
"C39841",47,"management","married","3","no",2351,"no","no"
"C39844",47,"","single","","no",172,"no","no"
"C39847",54,"unemployed","divorced","2","no",1664,"no","no"
"C39857",26,"admin.","single","3","no",313,"no","yes"
"C39863",34,"self-employed","single","3","no",90,"no","no"
"C39866",26,"technician","married","2","no",915,"no","no"
"C39873",43,"blue-collar","married","2","no",2160,"no","no"
"C39875",52,"technician","divorced","2","no",1005,"yes","no"
"C39878",38,"self-employed","married","3","no",846,"no","no"
"C39880",33,"services","divorced","2","no",1117,"no","no"
"C39882",50,"technician","married","2","no",3370,"no","no"
"C39885",53,"admin.","married","2","no",109,"no","no"
"C39887",57,"technician","married","1","no",3376,"yes","no"
"C39893",50,"blue-collar","married","1","no",3764,"no","no"
"C39894",25,"management","single","3","no",1628,"no","no"
"C39895",29,"self-employed","single","3","no",871,"yes","no"
"C39896",49,"technician","married","3","no",523,"yes","no"
"C39898",55,"management","divorced","3","no",1633,"no","no"
"C39902",39,"unemployed","single","3","no",79,"no","no"
"C39906",38,"technician","married","2","no",5115,"yes","no"
"C39911",29,"technician","single","2","no",1165,"no","no"
"C39915",24,"student","single","2","no",228,"no","no"
"C39916",26,"admin.","single","2","no",96,"no","no"
"C39921",46,"blue-collar","married","2","no",1568,"yes","no"
"C39923",41,"admin.","married","2","no",1021,"no","no"
"C39929",33,"technician","divorced","3","no",0,"yes","no"
"C39932",37,"entrepreneur","married","3","no",189,"no","no"
"C39934",52,"management","married","3","no",0,"no","no"
"C39938",38,"blue-collar","married","2","no",2467,"no","no"
"C39939",39,"management","single","3","no",3797,"no","no"
"C39943",35,"technician","married","3","no",1354,"no","no"
"C39948",54,"management","married","1","no",2587,"no","no"
"C39951",56,"retired","married","2","no",0,"no","no"
"C39953",52,"technician","married","2","no",0,"no","no"
"C39955",60,"technician","married","2","no",294,"no","no"
"C39958",40,"student","single","2","no",595,"yes","no"
"C39961",27,"technician","single","3","no",200,"no","no"
"C39962",55,"entrepreneur","married","2","no",27624,"no","no"
"C39965",34,"management","married","3","no",1870,"yes","no"
"C39973",34,"technician","married","3","no",127,"no","no"
"C39974",52,"management","divorced","3","no",2104,"no","no"
"C39975",44,"services","married","2","no",332,"no","no"
"C39977",39,"admin.","married","2","no",150,"no","no"
"C39987",29,"management","single","3","no",637,"yes","no"
"C39988",38,"technician","married","3","no",34,"no","yes"
"C39989",55,"management","divorced","3","no",2383,"no","no"
"C39992",33,"services","single","3","no",1268,"yes","no"
"C39994",32,"management","married","3","no",3154,"no","no"
"C39995",35,"management","married","3","no",3109,"yes","no"
"C39997",30,"management","single","3","no",3340,"no","no"
"C40000",38,"technician","married","2","no",1442,"yes","no"
"C40001",57,"retired","married","2","no",718,"no","no"
"C40002",50,"management","married","2","no",268,"no","no"
"C40003",46,"technician","single","2","no",4367,"yes","no"
"C40007",28,"technician","single","3","no",3623,"no","no"
"C40016",46,"housemaid","married","3","no",184,"no","no"
"C40020",57,"retired","married","2","no",5313,"no","no"
"C40023",22,"admin.","single","2","no",222,"no","no"
"C40038",33,"management","single","3","no",1439,"yes","no"
"C40047",46,"management","married","3","no",946,"yes","no"
"C40054",35,"services","married","2","no",52,"yes","no"
"C40055",37,"management","married","3","no",108,"yes","yes"
"C40057",42,"admin.","single","2","no",684,"no","no"
"C40059",37,"services","single","2","no",1045,"no","no"
"C40060",33,"management","single","3","no",506,"no","no"
"C40061",27,"management","married","2","no",2071,"no","no"
"C40063",33,"technician","single","3","no",154,"no","no"
"C40068",26,"student","single","2","no",132,"no","no"
"C40071",41,"services","married","2","no",0,"yes","yes"
"C40074",40,"services","married","2","no",17,"no","no"
"C40077",43,"management","married","3","no",2987,"no","no"
"C40081",55,"admin.","married","2","no",1662,"no","no"
"C40083",38,"entrepreneur","divorced","2","no",1190,"yes","no"
"C40087",31,"unemployed","married","2","no",6,"no","no"
"C40089",44,"technician","married","2","no",1319,"no","no"
"C40096",24,"unemployed","single","2","no",572,"no","no"
"C40098",34,"services","married","2","no",2918,"no","yes"
"C40100",58,"","married","1","no",7369,"no","no"
"C40101",32,"management","single","3","no",252,"no","no"
"C40108",27,"admin.","single","2","no",827,"yes","no"
"C40111",50,"management","single","2","no",431,"no","no"
"C40113",57,"technician","divorced","3","no",126,"no","no"
"C40115",31,"management","single","3","no",623,"no","no"
"C40116",27,"management","single","3","no",587,"no","no"
"C40121",54,"management","single","3","no",0,"no","no"
"C40126",22,"admin.","single","3","no",377,"no","no"
"C40127",25,"management","single","3","no",295,"no","no"
"C40130",58,"retired","married","1","no",1980,"no","no"
"C40138",34,"services","single","3","no",88,"no","no"
"C40143",49,"technician","married","2","no",905,"no","no"
"C40144",54,"management","married","3","no",8295,"no","no"
"C40150",37,"blue-collar","married","2","no",4321,"no","no"
"C40151",55,"housemaid","married","","no",366,"no","no"
"C40155",30,"management","single","3","no",2419,"no","yes"
"C40156",25,"management","single","3","no",289,"no","no"
"C40166",35,"management","married","3","no",697,"no","no"
"C40169",26,"student","single","2","no",611,"no","no"
"C40171",30,"unemployed","single","3","no",1159,"no","no"
"C40172",28,"self-employed","single","3","no",3290,"no","no"
"C40178",53,"management","divorced","3","no",380,"no","yes"
"C40182",33,"admin.","single","2","no",4713,"no","no"
"C40184",22,"blue-collar","single","2","no",682,"no","no"
"C40186",33,"technician","single","2","no",66,"no","no"
"C40187",54,"retired","single","1","no",466,"no","no"
"C40195",35,"admin.","married","3","no",948,"yes","no"
"C40198",50,"housemaid","married","2","no",388,"no","no"
"C40199",52,"unemployed","married","1","no",426,"no","no"
"C40201",31,"technician","single","3","no",252,"no","no"
"C40208",35,"blue-collar","married","1","no",1177,"no","no"
"C40211",28,"technician","single","2","no",1363,"no","no"
"C40222",50,"management","divorced","3","no",151,"no","no"
"C40226",52,"management","married","3","no",437,"no","no"
"C40227",24,"management","single","3","no",1506,"no","no"
"C40230",30,"management","married","3","no",27,"yes","no"
"C40232",25,"services","single","3","no",12,"no","no"
"C40233",40,"blue-collar","divorced","2","no",5666,"no","yes"
"C40239",26,"self-employed","single","3","no",1444,"no","no"
"C40242",22,"student","single","","no",1,"no","no"
"C40247",34,"management","single","3","no",1741,"yes","no"
"C40252",33,"management","married","3","no",1390,"no","no"
